customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04062,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.51,871.85,No
CUST-04063,Female,0,No,No,42,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.94,1830.9,No
CUST-04064,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.09,1874.49,No
CUST-04065,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.99,2686.1,Yes
CUST-04066,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.03,2439.51,No
CUST-04067,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.66,940.47,No
CUST-04068,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.18,1603.35,No
CUST-04069,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.76,2819.75,Yes
CUST-04070,Female,1,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.87,2001.95,Yes
CUST-04071,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.84,891.68,Yes
CUST-04072,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,77.11,1783.99,No
CUST-04073,Male,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.1,117.94,No
CUST-04074,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,84.83,561.49,No
CUST-04075,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.35,1958.02,No
CUST-04076,Male,0,No,No,47,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),62.11,2914.28,No
CUST-04077,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.46,2029.27,No
CUST-04078,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,76.34,935.27,No
CUST-04079,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,81.48,2046.11,Yes
CUST-04080,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.07,343.12,Yes
CUST-04081,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,52.27,3384.08,No
CUST-04082,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,92.87,5334.72,No
CUST-04083,Male,1,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),56.13,3716.6,No
CUST-04084,Male,1,No,No,36,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),51.86,1808.56,No
CUST-04085,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.43,68.97,No
CUST-04086,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.88,2729.39,No
CUST-04087,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,46.57,682.74,No
CUST-04088,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.2,1810.48,No
CUST-04089,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,59.73,897.74,No
CUST-04090,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.62,738.7,Yes
CUST-04091,Female,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.49,1571.48,No
CUST-04092,Male,1,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,45.26,2582.39,No
CUST-04093,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,58.18,2798.3,No
CUST-04094,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),72.97,4410.53,No
CUST-04095,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,58.89,2788.92,No
CUST-04096,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.84,1115.77,No
CUST-04097,Male,1,Yes,Yes,62,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.69,4580.64,Yes
CUST-04098,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),70.45,157.13,Yes
CUST-04099,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.47,5217.5,No
CUST-04100,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.42,1052.68,No
CUST-04101,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),53.27,3845.39,No
CUST-04102,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),76.98,2501.94,No
CUST-04103,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,82.08,439.44,No
CUST-04104,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,76.5,4401.33,Yes
CUST-04105,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),72.07,785.67,No
CUST-04106,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,54.31,1301.05,No
CUST-04107,Female,0,No,No,45,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.74,2795.38,No
CUST-04108,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),58.36,1632.51,No
CUST-04109,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.07,1677.77,No
CUST-04110,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.77,1395.92,No
CUST-04111,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.54,3264.71,No
CUST-04112,Female,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.55,406.13,No
CUST-04113,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.38,4754.1,No
CUST-04114,Female,1,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.4,4183.23,Yes
CUST-04115,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,75.02,1672.83,No
CUST-04116,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.65,924.51,No
CUST-04117,Male,0,Yes,No,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,50.96,1951.32,No
CUST-04118,Male,0,No,No,72,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),45.34,3154.5,No
CUST-04119,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.49,1908.76,No
CUST-04120,Female,1,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.9,1188.39,Yes
CUST-04121,Female,0,No,Yes,69,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,50.58,3478.27,No
CUST-04122,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),79.02,2267.7,No
CUST-04123,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,48.91,981.88,No
CUST-04124,Female,0,No,No,62,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,58.19,3511.23,No
CUST-04125,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),58.13,1323.56,No
CUST-04126,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,63.65,1304.84,Yes
CUST-04127,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.48,1194.42,No
CUST-04128,Male,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),37.92,2273.21,No
CUST-04129,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.26,4145.24,No
CUST-04130,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.44,279.98,Yes
CUST-04131,Male,1,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),44.77,2042.43,Yes
CUST-04132,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,46.7,2885.51,No
CUST-04133,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.72,825.09,No
CUST-04134,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.92,3360.98,No
CUST-04135,Male,0,No,No,15,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,54.78,896.41,No
CUST-04136,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,63.21,4294.57,No
CUST-04137,Female,0,No,No,51,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,42.48,2199.6,No
CUST-04138,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.25,4375.29,Yes
CUST-04139,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.12,1981.48,No
CUST-04140,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.11,2258.92,Yes
CUST-04141,Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.8,1649.15,No
CUST-04142,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,67.28,1689.78,No
CUST-04143,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.0,2010.52,No
CUST-04144,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.07,941.87,No
CUST-04145,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.99,463.11,No
CUST-04146,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69.67,697.41,Yes
CUST-04147,Male,0,No,No,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.33,1602.07,No
CUST-04148,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.58,1897.54,Yes
CUST-04149,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),59.62,3686.51,No
CUST-04150,Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.69,2683.59,Yes
CUST-04151,Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),39.3,1765.4,No
CUST-04152,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.05,1152.17,No
CUST-04153,Male,1,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.3,4043.34,No
CUST-04154,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),90.96,1246.18,No
CUST-04155,Male,1,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,58.05,3058.5,No
CUST-04156,Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.24,1086.62,No
CUST-04157,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),67.3,1940.12,No
CUST-04158,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.27,356.39,Yes
CUST-04159,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.55,1060.02,No
CUST-04160,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,66.22,236.57,No
CUST-04161,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.88,153.19,Yes
CUST-04162,Female,0,No,No,19,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.22,1085.88,No
CUST-04163,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.23,1135.05,No
CUST-04164,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,58.22,2344.67,No
CUST-04165,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),72.53,4161.09,No
CUST-04166,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),47.42,1852.09,No
CUST-04167,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,81.1,529.38,No
CUST-04168,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,49.34,1708.73,No
CUST-04169,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.77,1128.28,Yes
CUST-04170,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.57,1741.19,Yes
CUST-04171,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),63.51,4436.82,No
CUST-04172,Male,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.06,2209.65,No
CUST-04173,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,64.03,2958.29,Yes
CUST-04174,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.43,645.6,No
CUST-04175,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),46.4,233.17,Yes
CUST-04176,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.36,1076.49,Yes
CUST-04177,Male,1,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.06,2358.08,Yes
CUST-04178,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.1,692.89,Yes
CUST-04179,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.48,3944.31,No
CUST-04180,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.86,825.33,No
CUST-04181,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.17,287.04,No
CUST-04182,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.25,1908.09,Yes
CUST-04183,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,71.43,3052.67,Yes
CUST-04184,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,73.77,1308.46,No
CUST-04185,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,74.51,3767.33,Yes
CUST-04186,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.48,5138.09,Yes
CUST-04187,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.16,909.82,Yes
CUST-04188,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.38,430.49,No
CUST-04189,Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.01,1470.83,No
CUST-04190,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.89,198.21,Yes
CUST-04191,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,44.85,1323.91,No
CUST-04192,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.79,1952.48,No
CUST-04193,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.07,3675.15,No
CUST-04194,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.74,4526.51,No
CUST-04195,Male,0,No,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),52.71,2475.07,No
CUST-04196,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.2,1201.48,No
CUST-04197,Male,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,57.46,1323.79,No
CUST-04198,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.23,4255.99,Yes
CUST-04199,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.19,2088.93,No
CUST-04200,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.98,1523.25,Yes
CUST-04201,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.65,4297.09,Yes
CUST-04202,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.49,2859.44,No
CUST-04203,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,71.76,2136.55,Yes
CUST-04204,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.01,368.6,Yes
CUST-04205,Female,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.61,983.98,No
CUST-04206,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),44.71,3010.5,No
CUST-04207,Female,0,No,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.18,5410.63,Yes
CUST-04208,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.7,175.2,No
CUST-04209,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.74,1282.77,No
CUST-04210,Female,0,No,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.77,3190.88,No
CUST-04211,Male,1,No,No,56,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,43.82,2412.98,No
CUST-04212,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.92,2278.72,No
CUST-04213,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,82.94,4986.78,Yes
CUST-04214,Male,1,No,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),56.73,4062.93,No
CUST-04215,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.62,910.69,No
CUST-04216,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.1,4113.28,No
CUST-04217,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,49.04,3052.65,No
CUST-04218,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),82.27,4715.13,No
CUST-04219,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.9,242.51,No
CUST-04220,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.02,508.32,No
CUST-04221,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,78.5,4105.74,No
CUST-04222,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,60.99,3748.73,No
CUST-04223,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.61,22.61,Yes
CUST-04224,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.11,1170.85,No
CUST-04225,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),57.8,636.63,No
CUST-04226,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),61.86,2898.21,No
CUST-04227,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.43,1729.17,No
CUST-04228,Female,1,No,No,41,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,50.88,2099.44,Yes
CUST-04229,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,70.79,4079.38,Yes
CUST-04230,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.54,1629.07,No
CUST-04231,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.67,1305.89,No
CUST-04232,Male,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.46,1070.59,No
CUST-04233,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.45,1087.25,No
CUST-04234,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.85,4394.61,No
CUST-04235,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.05,1709.43,No
CUST-04236,Female,1,Yes,No,56,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.02,4014.75,Yes
CUST-04237,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.54,354.66,Yes
CUST-04238,Male,0,No,No,22,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,56.93,1329.73,No
